epitope	well	pos	truth	total	fracPosInPosWells	fracPosInNegWells	fracPos	truthState	cp	cycle	row	col
V5	A11	5	0	6551	Inf	0.000763242253091131	0.000763242253091131	FALSE	cycle2.ch2	cycle2	A	11
V5	B08	10	0	9332	Inf	0.00107158165452207	0.00107158165452207	FALSE	cycle2.ch2	cycle2	B	8
V5	B11	5	0	6103	Inf	0.000819269211863018	0.000819269211863018	FALSE	cycle2.ch2	cycle2	B	11
V5	C08	9251	10504	10771	0.880712109672506	0.858880326803454	0.880712109672506	TRUE	cycle2.ch2	cycle2	C	8
V5	C11	1815	2281	2348	0.795703638754932	0.772998296422487	0.795703638754932	TRUE	cycle2.ch2	cycle2	C	11
V5	D08	4080	5437	5554	0.750413831156888	0.734605689593086	0.750413831156888	TRUE	cycle2.ch2	cycle2	D	8
V5	D11	1582	2261	2310	0.69969040247678	0.684848484848485	0.69969040247678	TRUE	cycle2.ch2	cycle2	D	11
V5	E08	0	0	18	NA	0	0	FALSE	cycle2.ch2	cycle2	E	8
V5	E11	0	0	239	NA	0	0	FALSE	cycle2.ch2	cycle2	E	11
V5	F08	4434	4948	5026	0.896119644300728	0.882212495025866	0.896119644300728	TRUE	cycle2.ch2	cycle2	F	8
V5	F11	6694	7496	7653	0.893009605122732	0.87468966418398	0.893009605122732	TRUE	cycle2.ch2	cycle2	F	11
V5	G08	6875	7344	7417	0.936138344226579	0.926924632600782	0.936138344226579	TRUE	cycle2.ch2	cycle2	G	8
V5	G11	1162	1370	1396	0.848175182481752	0.832378223495702	0.848175182481752	TRUE	cycle2.ch2	cycle2	G	11
V5	A09	26	0	14463	Inf	0.00179769065892277	0.00179769065892277	FALSE	cycle2.ch2	cycle2	A	9
V5	A12	1	0	8666	Inf	0.000115393491807062	0.000115393491807062	FALSE	cycle2.ch2	cycle2	A	12
V5	B09	4	0	5499	Inf	0.000727404982724132	0.000727404982724132	FALSE	cycle2.ch2	cycle2	B	9
V5	B12	7	0	4756	Inf	0.00147182506307822	0.00147182506307822	FALSE	cycle2.ch2	cycle2	B	12
V5	C09	0	0	145	NA	0	0	FALSE	cycle2.ch2	cycle2	C	9
V5	C12	2	0	152	Inf	0.0131578947368421	0.0131578947368421	FALSE	cycle2.ch2	cycle2	C	12
V5	D09	1	0	4610	Inf	0.000216919739696312	0.000216919739696312	FALSE	cycle2.ch2	cycle2	D	9
V5	D12	0	0	4576	NA	0	0	FALSE	cycle2.ch2	cycle2	D	12
V5	G12	68	70	70	0.971428571428571	0.971428571428571	0.971428571428571	TRUE	cycle2.ch2	cycle2	G	12
V5	H11	0	0	48	NA	0	0	FALSE	cycle2.ch2	cycle2	H	11
V5	H07	0	0	251	NA	0	0	FALSE	cycle2.ch2	cycle2	H	7
V5	H08	0	0	40	NA	0	0	FALSE	cycle2.ch2	cycle2	H	8
VSVG	A10	5	0	6733	Inf	0.000742611020347542	0.000742611020347542	FALSE	cycle4.ch3	cycle4	A	10
VSVG	A07	53	0	7430	Inf	0.00713324360699865	0.00713324360699865	FALSE	cycle4.ch3	cycle4	A	7
VSVG	B07	5882	6822	6845	0.862210495455878	0.859313367421476	0.862210495455878	TRUE	cycle4.ch3	cycle4	B	7
VSVG	B10	8401	10165	10202	0.826463354648303	0.823465987061361	0.826463354648303	TRUE	cycle4.ch3	cycle4	B	10
VSVG	C10	82	124	126	0.661290322580645	0.650793650793651	0.661290322580645	TRUE	cycle4.ch3	cycle4	C	10
VSVG	C07	87	121	124	0.71900826446281	0.701612903225806	0.71900826446281	TRUE	cycle4.ch3	cycle4	C	7
VSVG	D07	5041	5932	6015	0.849797707349966	0.8380714879468	0.849797707349966	TRUE	cycle4.ch3	cycle4	D	7
VSVG	D10	4386	5989	6071	0.732342628151611	0.722450996540932	0.732342628151611	TRUE	cycle4.ch3	cycle4	D	10
VSVG	E07	5	0	6092	Inf	0.000820748522652659	0.000820748522652659	FALSE	cycle4.ch3	cycle4	E	7
VSVG	E10	2	0	7096	Inf	0.00028184892897407	0.00028184892897407	FALSE	cycle4.ch3	cycle4	E	10
VSVG	F07	1	0	8221	Inf	0.000121639703199124	0.000121639703199124	FALSE	cycle4.ch3	cycle4	F	7
VSVG	F10	5	0	8151	Inf	0.000613421666053245	0.000613421666053245	FALSE	cycle4.ch3	cycle4	F	10
VSVG	G07	118	224	225	0.526785714285714	0.524444444444444	0.526785714285714	TRUE	cycle4.ch3	cycle4	G	7
VSVG	A08	4897	7515	7644	0.651630073186959	0.640633176347462	0.651630073186959	TRUE	cycle4.ch3	cycle4	A	8
VSVG	A11	3939	6457	6551	0.610035620257085	0.601282246985193	0.610035620257085	TRUE	cycle4.ch3	cycle4	A	11
VSVG	B08	8474	9256	9332	0.915514261019879	0.908058294042006	0.915514261019879	TRUE	cycle4.ch3	cycle4	B	8
VSVG	B11	5159	6051	6103	0.852586349363742	0.845321972800262	0.852586349363742	TRUE	cycle4.ch3	cycle4	B	11
VSVG	C08	25	0	10771	Inf	0.00232104725652214	0.00232104725652214	FALSE	cycle4.ch3	cycle4	C	8
VSVG	C11	5	0	2348	Inf	0.00212947189097104	0.00212947189097104	FALSE	cycle4.ch3	cycle4	C	11
VSVG	D08	4083	5437	5554	0.750965606032739	0.735145840835434	0.750965606032739	TRUE	cycle4.ch3	cycle4	D	8
VSVG	D11	1584	2261	2310	0.700574966828837	0.685714285714286	0.700574966828837	TRUE	cycle4.ch3	cycle4	D	11
VSVG	E08	11	18	18	0.611111111111111	0.611111111111111	0.611111111111111	TRUE	cycle4.ch3	cycle4	E	8
VSVG	E11	158	233	239	0.678111587982833	0.661087866108787	0.678111587982833	TRUE	cycle4.ch3	cycle4	E	11
VSVG	F08	19	0	5026	Inf	0.00378034222045364	0.00378034222045364	FALSE	cycle4.ch3	cycle4	F	8
VSVG	F11	34	0	7653	Inf	0.00444270220828433	0.00444270220828433	FALSE	cycle4.ch3	cycle4	F	11
VSVG	G08	4	0	7417	Inf	0.000539301604422273	0.000539301604422273	FALSE	cycle4.ch3	cycle4	G	8
VSVG	G11	1	0	1396	Inf	0.000716332378223496	0.000716332378223496	FALSE	cycle4.ch3	cycle4	G	11
VSVG	A09	6203	14252	14463	0.435237159696885	0.42888750604992	0.435237159696885	TRUE	cycle4.ch3	cycle4	A	9
VSVG	A12	2787	8569	8666	0.325242151943051	0.321601661666282	0.325242151943051	TRUE	cycle4.ch3	cycle4	A	12
VSVG	B09	6	0	5499	Inf	0.0010911074740862	0.0010911074740862	FALSE	cycle4.ch3	cycle4	B	9
VSVG	B12	6	0	4756	Inf	0.00126156433978133	0.00126156433978133	FALSE	cycle4.ch3	cycle4	B	12
VSVG	C09	0	0	145	NA	0	0	FALSE	cycle4.ch3	cycle4	C	9
VSVG	C12	2	0	152	Inf	0.0131578947368421	0.0131578947368421	FALSE	cycle4.ch3	cycle4	C	12
VSVG	D09	4044	4585	4610	0.882006543075245	0.877223427331887	0.882006543075245	TRUE	cycle4.ch3	cycle4	D	9
VSVG	D12	3672	4546	4576	0.8077430708315	0.802447552447552	0.8077430708315	TRUE	cycle4.ch3	cycle4	D	12
VSVG	G12	66	70	70	0.942857142857143	0.942857142857143	0.942857142857143	TRUE	cycle4.ch3	cycle4	G	12
VSVG	H11	0	0	48	NA	0	0	FALSE	cycle4.ch3	cycle4	H	11
VSVG	H07	0	0	251	NA	0	0	FALSE	cycle4.ch3	cycle4	H	7
VSVG	H08	0	0	40	NA	0	0	FALSE	cycle4.ch3	cycle4	H	8
